Kode;Tgl Surat;Jenis Kewajiban;Jenis Sanksi;JumlahDenda;Tahun;Sumber;Kode Saham;Nama Perusahaan;Tanggal Masuk;Tanggal Keluar;Kriteria
BATA;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
UNSP;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
MTFN;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
POOL;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
ZBRA;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
SIMA;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
ETWA;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
RICY;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
PGLI;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
RIMO;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
PLAS;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
KAEF;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
LMAS;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
UNIT;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
SUGI;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
SQMI;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
AKKU;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
ICON;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
BTEL;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
LCGP;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
COWL;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
TRIL;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
AGII;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
KBRI;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
HOME;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
TRAM;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
BIPI;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
SKYB;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
KRAS;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
BULL;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
VIVA;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
TELE;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
HOTL;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
MAGP;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
SRIL;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
MDIA;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
GOLL;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
BIKA;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
MKNT;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
MTRA;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
OASA;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
ARMY;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
MABA;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
BOSS;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
JSKY;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
TDPM;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
SWAT;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
POLL;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
NUSA;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
DUCK;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
DEAL;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
URBN;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
PEHA;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
CPRI;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
POLU;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
KJEN;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
KAYU;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
PURE;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
DADA;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
SBAT;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
CBMF;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
TECH;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
TOYS;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
PTDU;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
PMMP;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
BEBS;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
IPPE;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
RAFI;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
TGUK;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
ASLI;09/05/2025 00:00;Laporan Keuangan;SP2;50000000;2025;Sanksi;;;;;
MGLV;09/05/2025 00:00;Laporan Keuangan;SP2;;2025;Sanksi;;;;;
AMMS;09/05/2025 00:00;Laporan Keuangan;SP2;;2025;Sanksi;;;;;
SOUL;09/05/2025 00:00;Laporan Keuangan;SP2;;2025;Sanksi;;;;;
LAND;15/05/2025 00:00;Permintaan Penjelasan;SP1;;2025;Sanksi;;;;;
MEJA;15/05/2025 00:00;Permintaan Penjelasan;SP1;;2025;Sanksi;;;;;
MEDS;19/05/2025 00:00;Public Expose;SP1;;2025;Sanksi;;;;;
KING;19/05/2025 00:00;Public Expose;SP2;;2025;Sanksi;;;;;
MKTR;19/05/2025 00:00;Public Expose;SP2;;2025;Sanksi;;;;;
BIKA;20/05/2025 00:00;Permintaan Penjelasan;SP1;;2025;Sanksi;;;;;
CHEM;20/05/2025 00:00;Permintaan Penjelasan;SP1;;2025;Sanksi;;;;;
CTBN;20/05/2025 00:00;Permintaan Penjelasan;SP1;;2025;Sanksi;;;;;
MOLI;20/05/2025 00:00;Permintaan Penjelasan;SP1;;2025;Sanksi;;;;;
ARGO;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
BLUE;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
CCSI;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
CLAY;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
CTTH;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
DEWI;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
DPNS;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
EKAD;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
KAQI;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
KARW;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
KRAS;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
LEAD;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
MEDC;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
PGLI;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
PTPW;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
YUPI;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
AGII;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
AIMS;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
AKKU;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
ALTO;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
ANDI;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
ARKA;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
ARMY;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
ARTI;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
ASLI;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
BATA;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
BCIP;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
BEBS;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
BIKA;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
BIPI;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
BIPP;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
BOSS;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
BTEL;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
BULL;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
CBMF;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
COAL;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
COWL;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
CPRI;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
DADA;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
DART;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
DEAL;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
DUCK;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
ESTA;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
ETWA;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
FAPA;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
FAST;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
FIRE;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
GAMA;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
GOLL;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
HITS;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
HKMU;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
HOME;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
HOTL;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
ICON;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
INAF;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
INDX;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
IPPE;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
ITMA;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
JSKY;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
KAEF;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
KAYU;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
KBRI;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
KJEN;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
KLAS;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
KOKA;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
KONI;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
KREN;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
LCGP;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
LMAS;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
MABA;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
MAGP;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
MAXI;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
MDIA;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
MDRN;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
MKNT;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
MRAT;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
MTFN;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
MTRA;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
MTSM;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
NUSA;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
OASA;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
OBAT;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
PBRX;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
PEHA;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
PICO;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
PLAS;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
PMMP;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
POLL;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
POLU;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
POOL;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
PSAB;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
PTDU;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
PURE;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
RAFI;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
RICY;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
RIMO;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
SBAT;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
SIMA;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
SKYB;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
SMRU;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
SQMI;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
SRIL;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
SSTM;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
SUGI;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
SWAT;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
TAXI;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
TDPM;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
TECH;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
TELE;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
TGRA;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
TGUK;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
TOPS;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
TOYS;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
TRAM;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
TRIL;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
UNIT;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
UNSP;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
URBN;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
VIVA;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
VTNY;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
WINR;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
WMPP;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
ZBRA;20/05/2025 00:00;Laporan Keuangan;SP1;;2025;Sanksi;;;;;
PDES;21/05/2025 00:00;Public Expose;SP1;;2025;Sanksi;;;;;
PTSP;21/05/2025 00:00;Public Expose;SP2;;2025;Sanksi;;;;;
PANR;21/05/2025 00:00;Public Expose;SP1;;2025;Sanksi;;;;;
ENVY;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP1;;2025;Sanksi;;;;;
KIJA;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP1;;2025;Sanksi;;;;;
LMAS;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP1;;2025;Sanksi;;;;;
SMIL;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP1;;2025;Sanksi;;;;;
ZBRA;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP1;;2025;Sanksi;;;;;
ZINC;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP1;;2025;Sanksi;;;;;
CSMI;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP2;2000000;2025;Sanksi;;;;;
POLL;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP2;2000000;2025;Sanksi;;;;;
LAND;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;4000000;2025;Sanksi;;;;;
SMRU;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;4000000;2025;Sanksi;;;;;
SRIL;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;4000000;2025;Sanksi;;;;;
CBMF;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
COWL;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
CPRI;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
DEAL;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
DUCK;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
ETWA;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
GAMA;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
HKMU;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
IPPE;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
JSKY;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
KAYU;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
KBRI;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
LCGP;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
MABA;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
MAGP;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
MKNT;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
MTRA;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
NUSA;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
PLAS;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
RIMO;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
SBAT;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
SIMA;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
SKYB;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
SUGI;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
TDPM;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
TECH;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
TOYS;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
TRIL;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
UNIT;21/05/2025 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2025;Sanksi;;;;;
MTPS;23/05/2025 00:00;Permintaan Penjelasan;SP1;;2025;Sanksi;;;;;
AKSI;23/05/2025 00:00;Permintaan Penjelasan;SP1;;2025;Sanksi;;;;;
BIKA;28/05/2025 00:00;Permintaan Penjelasan;SP2;;2025;Sanksi;;;;;
CGAS;28/05/2025 00:00;Permintaan Penjelasan;SP2;;2025;Sanksi;;;;;
KREN;28/05/2025 00:00;Permintaan Penjelasan;SP2;;2025;Sanksi;;;;;
MEJA;28/05/2025 00:00;Permintaan Penjelasan;SP2;;2025;Sanksi;;;;;
MKAP;28/05/2025 00:00;Permintaan Penjelasan;SP2;;2025;Sanksi;;;;;
SRIL;28/05/2025 00:00;Permintaan Penjelasan;SP2;;2025;Sanksi;;;;;
ATLA;02/06/2025 00:00;Public Expose;SP1;;2025;Sanksi;;;;;
INET;02/06/2025 00:00;Public Expose;SP1;;2025;Sanksi;;;;;
BLES;02/06/2025 00:00;Public Expose;SP2;;2025;Sanksi;;;;;
SHID;02/06/2025 00:00;Public Expose;SP1;;2025;Sanksi;;;;;
OBAT;02/06/2025 00:00;Public Expose;SP1;;2025;Sanksi;;;;;
SKBM;03/06/2025 00:00;Public Expose;SP1;;2025;Sanksi;;;;;
IRRA;03/06/2025 00:00;Public Expose;SP2;;2025;Sanksi;;;;;
GUNA;03/06/2025 00:00;Public Expose;SP1;;2025;Sanksi;;;;;
DNAR;03/06/2025 00:00;Public Expose;SP1;;2025;Sanksi;;;;;
CYBR;03/06/2025 00:00;Public Expose;SP1;;2025;Sanksi;;;;;
CARS;03/06/2025 00:00;Public Expose;SP1;;2025;Sanksi;;;;;
BOLA;03/06/2025 00:00;Public Expose;SP1;;2025;Sanksi;;;;;
ASPI;03/06/2025 00:00;Public Expose;SP1;;2025;Sanksi;;;;;
PTPW;03/06/2025 00:00;Permintaan Penjelasan;SP1;;2025;Sanksi;;;;;
MEJA;04/06/2025 00:00;Permintaan Penjelasan;SP2;5000000;2025;Sanksi;;;;;
ETWA;04/06/2025 00:00;Permintaan Penjelasan;SP2;;2025;Sanksi;;;;;
ZBRA;04/06/2025 00:00;Permintaan Penjelasan;SP2;;2025;Sanksi;;;;;
SRIL;10/06/2025 00:00;Permintaan Penjelasan;SP2;5000000;2025;Sanksi;;;;;
ZBRA;13/06/2025 00:00;Permintaan Penjelasan;SP2;5000000;2025;Sanksi;;;;;
ETWA;13/06/2025 00:00;Permintaan Penjelasan;SP2;5000000;2025;Sanksi;;;;;
GHON;13/06/2025 00:00;Public Expose;SP1;;2025;Sanksi;;;;;
MMIX;13/06/2025 00:00;Public Expose;SP1;;2025;Sanksi;;;;;
SULI;13/06/2025 00:00;Public Expose;SP1;;2025;Sanksi;;;;;
STRK;13/06/2025 00:00;Public Expose;SP1;;2025;Sanksi;;;;;
MBAP;13/06/2025 00:00;Public Expose;SP1;;2025;Sanksi;;;;;
BATA;13/06/2025 00:00;Laporan Keuangan;SP3;150000000;2025;Sanksi;;;;;
MTFN;13/06/2025 00:00;Laporan Keuangan;SP3;150000000;2025;Sanksi;;;;;
POOL;13/06/2025 00:00;Laporan Keuangan;SP3;150000000;2025;Sanksi;;;;;
ZBRA;13/06/2025 00:00;Laporan Keuangan;SP3;150000000;2025;Sanksi;;;;;
SIMA;13/06/2025 00:00;Laporan Keuangan;SP3;150000000;2025;Sanksi;;;;;
ETWA;13/06/2025 00:00;Laporan Keuangan;SP3;150000000;2025;Sanksi;;;;;
HITS;13/06/2025 00:00;Laporan Keuangan;SP3;150000000;2025;Sanksi;;;;;
RICY;13/06/2025 00:00;Laporan Keuangan;SP3;150000000;2025;Sanksi;;;;;
PGLI;13/06/2025 00:00;Laporan Keuangan;SP3;150000000;2025;Sanksi;;;;;
RIMO;13/06/2025 00:00;Laporan Keuangan;SP3;150000000;2025;Sanksi;;;;;
PLAS;13/06/2025 00:00;Laporan Keuangan;SP3;150000000;2025;Sanksi;;;;;
KAEF;13/06/2025 00:00;Laporan Keuangan;SP3;150000000;2025;Sanksi;;;;;
LMAS;13/06/2025 00:00;Laporan Keuangan;SP3;150000000;2025;Sanksi;;;;;
UNIT;13/06/2025 00:00;Laporan Keuangan;SP3;150000000;2025;Sanksi;;;;;
SUGI;13/06/2025 00:00;Laporan Keuangan;SP3;150000000;2025;Sanksi;;;;;
